EnsemblID,UniProtID,GeneSymbolID,PathwayStId,PathwayDisplayName,PathwayReactomeLink
ENSG00000112782,Q9NZA1,CLIC5,R-HSA-9662361,Sensory processing of sound by outer hair cells of the cochlea,https://reactome.org/PathwayBrowser/#/R-HSA-9662361
ENSG00000183378,,OVCH2,,,
ENSG00000140600,Q99963,SH3GL3,R-HSA-182971,EGFR downregulation,https://reactome.org/PathwayBrowser/#/R-HSA-182971
ENSG00000140600,Q99963,SH3GL3,R-HSA-6807004,Negative regulation of MET activity,https://reactome.org/PathwayBrowser/#/R-HSA-6807004
ENSG00000140600,Q99963,SH3GL3,R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis,https://reactome.org/PathwayBrowser/#/R-HSA-8856825
ENSG00000140600,Q99963,SH3GL3,R-HSA-8856828,Clathrin-mediated endocytosis,https://reactome.org/PathwayBrowser/#/R-HSA-8856828
ENSG00000140600,Q99963,SH3GL3,R-HSA-8875360,InlB-mediated entry of Listeria monocytogenes into host cell,https://reactome.org/PathwayBrowser/#/R-HSA-8875360
ENSG00000140600,Q99963,SH3GL3,R-HSA-9031628,NGF-stimulated transcription,https://reactome.org/PathwayBrowser/#/R-HSA-9031628
ENSG00000171004,Q96MM7,HS6ST2,R-HSA-2022928,HS-GAG biosynthesis,https://reactome.org/PathwayBrowser/#/R-HSA-2022928
ENSG00000101331,,CCM2L,,,
ENSG00000171101,,SIGLEC17P,,,
ENSG00000146410,,MTFR2,,,
ENSG00000138180,,CEP55,,,
ENSG00000285640,,,,,
ENSG00000157456,O95067,CCNB2,R-HSA-156711,Polo-like kinase mediated events,https://reactome.org/PathwayBrowser/#/R-HSA-156711
ENSG00000157456,O95067,CCNB2,R-HSA-162658,Golgi Cisternae Pericentriolar Stack Reorganization,https://reactome.org/PathwayBrowser/#/R-HSA-162658
ENSG00000157456,O95067,CCNB2,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,https://reactome.org/PathwayBrowser/#/R-HSA-2500257
ENSG00000157456,O95067,CCNB2,R-HSA-2514853,Condensation of Prometaphase Chromosomes,https://reactome.org/PathwayBrowser/#/R-HSA-2514853
ENSG00000157456,O95067,CCNB2,R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition,https://reactome.org/PathwayBrowser/#/R-HSA-2565942
ENSG00000157456,O95067,CCNB2,R-HSA-2980767,"Activation of NIMA Kinases NEK9, NEK6, NEK7",https://reactome.org/PathwayBrowser/#/R-HSA-2980767
ENSG00000157456,O95067,CCNB2,R-HSA-2995383,Initiation of Nuclear Envelope (NE) Reformation,https://reactome.org/PathwayBrowser/#/R-HSA-2995383
ENSG00000157456,O95067,CCNB2,R-HSA-3301854,Nuclear Pore Complex (NPC) Disassembly,https://reactome.org/PathwayBrowser/#/R-HSA-3301854
ENSG00000157456,O95067,CCNB2,R-HSA-69273,Cyclin A/B1/B2 associated events during G2/M transition,https://reactome.org/PathwayBrowser/#/R-HSA-69273
ENSG00000157456,O95067,CCNB2,R-HSA-69478,G2/M DNA replication checkpoint,https://reactome.org/PathwayBrowser/#/R-HSA-69478
ENSG00000157456,O95067,CCNB2,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,https://reactome.org/PathwayBrowser/#/R-HSA-8852276
ENSG00000197083,,ZNF300P1,,,
ENSG00000197565,,COL4A6,R-HSA-3371453,Regulation of HSF1-mediated heat shock response,https://reactome.org/PathwayBrowser/#/R-HSA-3371453
ENSG00000197565,,COL4A6,R-HSA-3371511,HSF1 activation,https://reactome.org/PathwayBrowser/#/R-HSA-3371511
ENSG00000197565,,COL4A6,R-HSA-3371568,Attenuation phase,https://reactome.org/PathwayBrowser/#/R-HSA-3371568
ENSG00000197565,,COL4A6,R-HSA-3371571,HSF1-dependent transactivation,https://reactome.org/PathwayBrowser/#/R-HSA-3371571
ENSG00000197565,Q14031,COL4A6,R-HSA-1442490,Collagen degradation,https://reactome.org/PathwayBrowser/#/R-HSA-1442490
ENSG00000197565,Q14031,COL4A6,R-HSA-1474244,Extracellular matrix organization,https://reactome.org/PathwayBrowser/#/R-HSA-1474244
ENSG00000197565,Q14031,COL4A6,R-HSA-1650814,Collagen biosynthesis and modifying enzymes,https://reactome.org/PathwayBrowser/#/R-HSA-1650814
ENSG00000197565,Q14031,COL4A6,R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,https://reactome.org/PathwayBrowser/#/R-HSA-2022090
ENSG00000197565,Q14031,COL4A6,R-HSA-216083,Integrin cell surface interactions,https://reactome.org/PathwayBrowser/#/R-HSA-216083
ENSG00000197565,Q14031,COL4A6,R-HSA-2214320,Anchoring fibril formation,https://reactome.org/PathwayBrowser/#/R-HSA-2214320
ENSG00000197565,Q14031,COL4A6,R-HSA-2243919,Crosslinking of collagen fibrils,https://reactome.org/PathwayBrowser/#/R-HSA-2243919
ENSG00000197565,Q14031,COL4A6,R-HSA-3000157,Laminin interactions,https://reactome.org/PathwayBrowser/#/R-HSA-3000157
ENSG00000197565,Q14031,COL4A6,R-HSA-3000171,Non-integrin membrane-ECM interactions,https://reactome.org/PathwayBrowser/#/R-HSA-3000171
ENSG00000197565,Q14031,COL4A6,R-HSA-3000178,ECM proteoglycans,https://reactome.org/PathwayBrowser/#/R-HSA-3000178
ENSG00000197565,Q14031,COL4A6,R-HSA-8948216,Collagen chain trimerization,https://reactome.org/PathwayBrowser/#/R-HSA-8948216
ENSG00000268388,,FENDRR,,,
ENSG00000117399,Q12834,CDC20,R-HSA-141405,Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components,https://reactome.org/PathwayBrowser/#/R-HSA-141405
ENSG00000117399,Q12834,CDC20,R-HSA-141430,Inactivation of APC/C via direct inhibition of the APC/C complex,https://reactome.org/PathwayBrowser/#/R-HSA-141430
ENSG00000117399,Q12834,CDC20,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,https://reactome.org/PathwayBrowser/#/R-HSA-141444
ENSG00000117399,Q12834,CDC20,R-HSA-174048,APC/C:Cdc20 mediated degradation of Cyclin B,https://reactome.org/PathwayBrowser/#/R-HSA-174048
ENSG00000117399,Q12834,CDC20,R-HSA-174113,SCF-beta-TrCP mediated degradation of Emi1,https://reactome.org/PathwayBrowser/#/R-HSA-174113
ENSG00000117399,Q12834,CDC20,R-HSA-174154,APC/C:Cdc20 mediated degradation of Securin,https://reactome.org/PathwayBrowser/#/R-HSA-174154
ENSG00000117399,Q12834,CDC20,R-HSA-174178,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,https://reactome.org/PathwayBrowser/#/R-HSA-174178
ENSG00000117399,Q12834,CDC20,R-HSA-174184,Cdc20:Phospho-APC/C mediated degradation of Cyclin A,https://reactome.org/PathwayBrowser/#/R-HSA-174184
ENSG00000117399,Q12834,CDC20,R-HSA-176407,Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase,https://reactome.org/PathwayBrowser/#/R-HSA-176407
ENSG00000117399,Q12834,CDC20,R-HSA-176408,Regulation of APC/C activators between G1/S and early anaphase,https://reactome.org/PathwayBrowser/#/R-HSA-176408
ENSG00000117399,Q12834,CDC20,R-HSA-176409,APC/C:Cdc20 mediated degradation of mitotic proteins,https://reactome.org/PathwayBrowser/#/R-HSA-176409
ENSG00000117399,Q12834,CDC20,R-HSA-176417,Phosphorylation of Emi1,https://reactome.org/PathwayBrowser/#/R-HSA-176417
ENSG00000117399,Q12834,CDC20,R-HSA-179409,APC-Cdc20 mediated degradation of Nek2A,https://reactome.org/PathwayBrowser/#/R-HSA-179409
ENSG00000117399,Q12834,CDC20,R-HSA-2467813,Separation of Sister Chromatids,https://reactome.org/PathwayBrowser/#/R-HSA-2467813
ENSG00000117399,Q12834,CDC20,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,https://reactome.org/PathwayBrowser/#/R-HSA-2500257
ENSG00000117399,Q12834,CDC20,R-HSA-5663220,RHO GTPases Activate Formins,https://reactome.org/PathwayBrowser/#/R-HSA-5663220
ENSG00000117399,Q12834,CDC20,R-HSA-5689880,Ub-specific processing proteases,https://reactome.org/PathwayBrowser/#/R-HSA-5689880
ENSG00000117399,Q12834,CDC20,R-HSA-68877,Mitotic Prometaphase,https://reactome.org/PathwayBrowser/#/R-HSA-68877
ENSG00000117399,Q12834,CDC20,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,https://reactome.org/PathwayBrowser/#/R-HSA-9648025
ENSG00000117399,Q12834,CDC20,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,https://reactome.org/PathwayBrowser/#/R-HSA-983168
ENSG00000126602,Q12931,TRAP1,R-HSA-611105,Respiratory electron transport,https://reactome.org/PathwayBrowser/#/R-HSA-611105
ENSG00000126602,Q12931,TRAP1,R-HSA-71403,Citric acid cycle (TCA cycle),https://reactome.org/PathwayBrowser/#/R-HSA-71403
ENSG00000250874,,,,,
ENSG00000156284,P56748,CLDN8,R-HSA-420029,Tight junction interactions,https://reactome.org/PathwayBrowser/#/R-HSA-420029
ENSG00000137225,Q9UMQ6,CAPN11,R-HSA-1474228,Degradation of the extracellular matrix,https://reactome.org/PathwayBrowser/#/R-HSA-1474228
ENSG00000140835,Q8NCG5,CHST4,R-HSA-913709,O-linked glycosylation of mucins,https://reactome.org/PathwayBrowser/#/R-HSA-913709
ENSG00000101057,P10244,MYBL2,R-HSA-1362300,Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1,https://reactome.org/PathwayBrowser/#/R-HSA-1362300
ENSG00000101057,P10244,MYBL2,R-HSA-156711,Polo-like kinase mediated events,https://reactome.org/PathwayBrowser/#/R-HSA-156711
ENSG00000101057,P10244,MYBL2,R-HSA-8869496,TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation,https://reactome.org/PathwayBrowser/#/R-HSA-8869496
ENSG00000129009,O14498,ISLR,R-HSA-114608,Platelet degranulation ,https://reactome.org/PathwayBrowser/#/R-HSA-114608
ENSG00000246430,,LINC00968,,,
ENSG00000250529,,LINC02121,,,
ENSG00000087589,,CASS4,,,
ENSG00000184374,Q9Y6Z7,COLEC10,R-HSA-166662,Lectin pathway of complement activation,https://reactome.org/PathwayBrowser/#/R-HSA-166662
ENSG00000184374,Q9Y6Z7,COLEC10,R-HSA-166663,Initial triggering of complement,https://reactome.org/PathwayBrowser/#/R-HSA-166663
ENSG00000091704,,CPA1,,,
ENSG00000147614,Q8N8Y2,ATP6V0D2,R-HSA-1222556,ROS and RNS production in phagocytes,https://reactome.org/PathwayBrowser/#/R-HSA-1222556
ENSG00000147614,Q8N8Y2,ATP6V0D2,R-HSA-77387,Insulin receptor recycling,https://reactome.org/PathwayBrowser/#/R-HSA-77387
ENSG00000147614,Q8N8Y2,ATP6V0D2,R-HSA-917977,Transferrin endocytosis and recycling,https://reactome.org/PathwayBrowser/#/R-HSA-917977
ENSG00000147614,Q8N8Y2,ATP6V0D2,R-HSA-9639288,Amino acids regulate mTORC1,https://reactome.org/PathwayBrowser/#/R-HSA-9639288
ENSG00000147614,Q8N8Y2,ATP6V0D2,R-HSA-983712,Ion channel transport,https://reactome.org/PathwayBrowser/#/R-HSA-983712
ENSG00000273335,,,,,
ENSG00000166482,P55083,MFAP4,R-HSA-2129379,Molecules associated with elastic fibres,https://reactome.org/PathwayBrowser/#/R-HSA-2129379
ENSG00000146670,Q96FF9,CDCA5,R-HSA-2467813,Separation of Sister Chromatids,https://reactome.org/PathwayBrowser/#/R-HSA-2467813
ENSG00000146670,Q96FF9,CDCA5,R-HSA-2468052,Establishment of Sister Chromatid Cohesion,https://reactome.org/PathwayBrowser/#/R-HSA-2468052
ENSG00000146670,Q96FF9,CDCA5,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,https://reactome.org/PathwayBrowser/#/R-HSA-2500257
ENSG00000248551,,,,,
ENSG00000128710,,HOXD10,,,
ENSG00000160688,Q8NFF5,FLAD1,R-HSA-196843,Vitamin B2 (riboflavin) metabolism,https://reactome.org/PathwayBrowser/#/R-HSA-196843
ENSG00000188175,,HEPACAM2,,,
ENSG00000276365,,MIR145,,,
ENSG00000161649,Q6UXG3,CD300LG,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,https://reactome.org/PathwayBrowser/#/R-HSA-198933
ENSG00000164087,,POC1A,,,
ENSG00000135451,,TROAP,,,
ENSG00000113889,P01042,KNG1,R-HSA-114608,Platelet degranulation ,https://reactome.org/PathwayBrowser/#/R-HSA-114608
ENSG00000113889,P01042,KNG1,R-HSA-140837,Intrinsic Pathway of Fibrin Clot Formation,https://reactome.org/PathwayBrowser/#/R-HSA-140837
ENSG00000113889,P01042,KNG1,R-HSA-375276,Peptide ligand-binding receptors,https://reactome.org/PathwayBrowser/#/R-HSA-375276
ENSG00000113889,P01042,KNG1,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),https://reactome.org/PathwayBrowser/#/R-HSA-381426
ENSG00000113889,P01042,KNG1,R-HSA-416476,G alpha (q) signalling events,https://reactome.org/PathwayBrowser/#/R-HSA-416476
ENSG00000113889,P01042,KNG1,R-HSA-418594,G alpha (i) signalling events,https://reactome.org/PathwayBrowser/#/R-HSA-418594
ENSG00000113889,P01042,KNG1,R-HSA-8957275,Post-translational protein phosphorylation,https://reactome.org/PathwayBrowser/#/R-HSA-8957275
ENSG00000104332,Q8N474,SFRP1,R-HSA-201681,TCF dependent signaling in response to WNT,https://reactome.org/PathwayBrowser/#/R-HSA-201681
ENSG00000104332,Q8N474,SFRP1,R-HSA-3772470,Negative regulation of TCF-dependent signaling by WNT ligand antagonists,https://reactome.org/PathwayBrowser/#/R-HSA-3772470
ENSG00000168743,Q6UXI9,NPNT,R-HSA-9830364,Formation of the nephric duct,https://reactome.org/PathwayBrowser/#/R-HSA-9830364
ENSG00000168743,Q6UXI9,NPNT,R-HSA-9830674,Formation of the ureteric bud,https://reactome.org/PathwayBrowser/#/R-HSA-9830674
ENSG00000134020,,PEBP4,,,
ENSG00000257634,,,,,
ENSG00000206384,A6NMZ7,COL6A6,R-HSA-1442490,Collagen degradation,https://reactome.org/PathwayBrowser/#/R-HSA-1442490
ENSG00000206384,A6NMZ7,COL6A6,R-HSA-1650814,Collagen biosynthesis and modifying enzymes,https://reactome.org/PathwayBrowser/#/R-HSA-1650814
ENSG00000206384,A6NMZ7,COL6A6,R-HSA-186797,Signaling by PDGF,https://reactome.org/PathwayBrowser/#/R-HSA-186797
ENSG00000206384,A6NMZ7,COL6A6,R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,https://reactome.org/PathwayBrowser/#/R-HSA-2022090
ENSG00000206384,A6NMZ7,COL6A6,R-HSA-216083,Integrin cell surface interactions,https://reactome.org/PathwayBrowser/#/R-HSA-216083
ENSG00000206384,A6NMZ7,COL6A6,R-HSA-3000178,ECM proteoglycans,https://reactome.org/PathwayBrowser/#/R-HSA-3000178
ENSG00000206384,A6NMZ7,COL6A6,R-HSA-419037,NCAM1 interactions,https://reactome.org/PathwayBrowser/#/R-HSA-419037
ENSG00000206384,A6NMZ7,COL6A6,R-HSA-8948216,Collagen chain trimerization,https://reactome.org/PathwayBrowser/#/R-HSA-8948216
ENSG00000165197,O43915,VEGFD,R-HSA-114608,Platelet degranulation ,https://reactome.org/PathwayBrowser/#/R-HSA-114608
ENSG00000165197,O43915,VEGFD,R-HSA-194313,VEGF ligand-receptor interactions,https://reactome.org/PathwayBrowser/#/R-HSA-194313
ENSG00000165197,O43915,VEGFD,R-HSA-195399,VEGF binds to VEGFR leading to receptor dimerization,https://reactome.org/PathwayBrowser/#/R-HSA-195399
ENSG00000171954,Q6NT55,CYP4F22,R-HSA-211935,Fatty acids,https://reactome.org/PathwayBrowser/#/R-HSA-211935
ENSG00000171954,Q6NT55,CYP4F22,R-HSA-211958,Miscellaneous substrates,https://reactome.org/PathwayBrowser/#/R-HSA-211958
ENSG00000171954,Q6NT55,CYP4F22,R-HSA-211979,Eicosanoids,https://reactome.org/PathwayBrowser/#/R-HSA-211979
ENSG00000171954,Q6NT55,CYP4F22,R-HSA-2142691,Synthesis of Leukotrienes (LT) and Eoxins (EX),https://reactome.org/PathwayBrowser/#/R-HSA-2142691
ENSG00000171954,Q6NT55,CYP4F22,R-HSA-5579005,Defective CYP4F22 causes ARCI5,https://reactome.org/PathwayBrowser/#/R-HSA-5579005
ENSG00000102683,,SGCG,,,
ENSG00000034971,,MYOC,,,
ENSG00000261761,,LINC02616,,,
ENSG00000168539,P11229,CHRM1,R-HSA-390648,Muscarinic acetylcholine receptors,https://reactome.org/PathwayBrowser/#/R-HSA-390648
ENSG00000168539,P11229,CHRM1,R-HSA-416476,G alpha (q) signalling events,https://reactome.org/PathwayBrowser/#/R-HSA-416476
ENSG00000105538,,RASIP1,,,
ENSG00000105971,P51636,CAV2,R-HSA-9009391,Extra-nuclear estrogen signaling,https://reactome.org/PathwayBrowser/#/R-HSA-9009391
ENSG00000145777,Q969D9,TSLP,R-HSA-1266695,Interleukin-7 signaling,https://reactome.org/PathwayBrowser/#/R-HSA-1266695
ENSG00000089685,,BIRC5,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,https://reactome.org/PathwayBrowser/#/R-HSA-141444
ENSG00000089685,,BIRC5,R-HSA-2467813,Separation of Sister Chromatids,https://reactome.org/PathwayBrowser/#/R-HSA-2467813
ENSG00000089685,,BIRC5,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,https://reactome.org/PathwayBrowser/#/R-HSA-2500257
ENSG00000089685,,BIRC5,R-HSA-4615885,SUMOylation of DNA replication proteins,https://reactome.org/PathwayBrowser/#/R-HSA-4615885
ENSG00000089685,,BIRC5,R-HSA-5663220,RHO GTPases Activate Formins,https://reactome.org/PathwayBrowser/#/R-HSA-5663220
ENSG00000089685,,BIRC5,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,https://reactome.org/PathwayBrowser/#/R-HSA-6785807
ENSG00000089685,,BIRC5,R-HSA-6803205,TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain,https://reactome.org/PathwayBrowser/#/R-HSA-6803205
ENSG00000089685,,BIRC5,R-HSA-68877,Mitotic Prometaphase,https://reactome.org/PathwayBrowser/#/R-HSA-68877
ENSG00000089685,,BIRC5,R-HSA-8951664,Neddylation,https://reactome.org/PathwayBrowser/#/R-HSA-8951664
ENSG00000089685,,BIRC5,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,https://reactome.org/PathwayBrowser/#/R-HSA-9648025
ENSG00000117724,P49454,CENPF,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,https://reactome.org/PathwayBrowser/#/R-HSA-141444
ENSG00000117724,P49454,CENPF,R-HSA-156711,Polo-like kinase mediated events,https://reactome.org/PathwayBrowser/#/R-HSA-156711
ENSG00000117724,P49454,CENPF,R-HSA-2467813,Separation of Sister Chromatids,https://reactome.org/PathwayBrowser/#/R-HSA-2467813
ENSG00000117724,P49454,CENPF,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,https://reactome.org/PathwayBrowser/#/R-HSA-2500257
ENSG00000117724,P49454,CENPF,R-HSA-5663220,RHO GTPases Activate Formins,https://reactome.org/PathwayBrowser/#/R-HSA-5663220
ENSG00000117724,P49454,CENPF,R-HSA-68877,Mitotic Prometaphase,https://reactome.org/PathwayBrowser/#/R-HSA-68877
ENSG00000117724,P49454,CENPF,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,https://reactome.org/PathwayBrowser/#/R-HSA-9648025
ENSG00000177098,Q8IWT1,SCN4B,R-HSA-445095,Interaction between L1 and Ankyrins,https://reactome.org/PathwayBrowser/#/R-HSA-445095
ENSG00000177098,Q8IWT1,SCN4B,R-HSA-5576892,Phase 0 - rapid depolarisation,https://reactome.org/PathwayBrowser/#/R-HSA-5576892
ENSG00000177098,Q8IWT1,SCN4B,R-HSA-9717207,"Sensory perception of sweet, bitter, and umami (glutamate) taste",https://reactome.org/PathwayBrowser/#/R-HSA-9717207
ENSG00000266524,,GDF10,,,
ENSG00000234281,,LANCL1-AS1,,,
ENSG00000122952,O95229,ZWINT,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,https://reactome.org/PathwayBrowser/#/R-HSA-141444
ENSG00000122952,O95229,ZWINT,R-HSA-2467813,Separation of Sister Chromatids,https://reactome.org/PathwayBrowser/#/R-HSA-2467813
ENSG00000122952,O95229,ZWINT,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,https://reactome.org/PathwayBrowser/#/R-HSA-2500257
ENSG00000122952,O95229,ZWINT,R-HSA-5663220,RHO GTPases Activate Formins,https://reactome.org/PathwayBrowser/#/R-HSA-5663220
ENSG00000122952,O95229,ZWINT,R-HSA-68877,Mitotic Prometaphase,https://reactome.org/PathwayBrowser/#/R-HSA-68877
ENSG00000122952,O95229,ZWINT,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,https://reactome.org/PathwayBrowser/#/R-HSA-9648025
ENSG00000142945,Q99661,KIF2C,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,https://reactome.org/PathwayBrowser/#/R-HSA-141444
ENSG00000142945,Q99661,KIF2C,R-HSA-2132295,MHC class II antigen presentation,https://reactome.org/PathwayBrowser/#/R-HSA-2132295
ENSG00000142945,Q99661,KIF2C,R-HSA-2467813,Separation of Sister Chromatids,https://reactome.org/PathwayBrowser/#/R-HSA-2467813
ENSG00000142945,Q99661,KIF2C,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,https://reactome.org/PathwayBrowser/#/R-HSA-2500257
ENSG00000142945,Q99661,KIF2C,R-HSA-5663220,RHO GTPases Activate Formins,https://reactome.org/PathwayBrowser/#/R-HSA-5663220
ENSG00000142945,Q99661,KIF2C,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic,https://reactome.org/PathwayBrowser/#/R-HSA-6811434
ENSG00000142945,Q99661,KIF2C,R-HSA-68877,Mitotic Prometaphase,https://reactome.org/PathwayBrowser/#/R-HSA-68877
ENSG00000142945,Q99661,KIF2C,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,https://reactome.org/PathwayBrowser/#/R-HSA-9648025
ENSG00000142945,Q99661,KIF2C,R-HSA-983189,Kinesins,https://reactome.org/PathwayBrowser/#/R-HSA-983189
ENSG00000254789,,,,,
ENSG00000112984,O95235,KIF20A,R-HSA-2132295,MHC class II antigen presentation,https://reactome.org/PathwayBrowser/#/R-HSA-2132295
ENSG00000112984,O95235,KIF20A,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic,https://reactome.org/PathwayBrowser/#/R-HSA-6811434
ENSG00000112984,O95235,KIF20A,R-HSA-68884,Mitotic Telophase/Cytokinesis,https://reactome.org/PathwayBrowser/#/R-HSA-68884
ENSG00000112984,O95235,KIF20A,R-HSA-983189,Kinesins,https://reactome.org/PathwayBrowser/#/R-HSA-983189
ENSG00000198826,Q6P4F7,ARHGAP11A,R-HSA-8980692,RHOA GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-8980692
ENSG00000154263,Q8WWZ4,ABCA10,R-HSA-1369062,ABC transporters in lipid homeostasis,https://reactome.org/PathwayBrowser/#/R-HSA-1369062
ENSG00000183807,,FAM162B,,,
ENSG00000253898,,LINC01419,,,
ENSG00000007968,Q14209,E2F2,R-HSA-2559580,Oxidative Stress Induced Senescence,https://reactome.org/PathwayBrowser/#/R-HSA-2559580
ENSG00000007968,Q14209,E2F2,R-HSA-2559585,Oncogene Induced Senescence,https://reactome.org/PathwayBrowser/#/R-HSA-2559585
ENSG00000007968,Q14209,E2F2,R-HSA-69231,Cyclin D associated events in G1,https://reactome.org/PathwayBrowser/#/R-HSA-69231
ENSG00000007968,Q14209,E2F2,R-HSA-9661069,"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)",https://reactome.org/PathwayBrowser/#/R-HSA-9661069
ENSG00000179776,P33151,CDH5,R-HSA-418990,Adherens junctions interactions,https://reactome.org/PathwayBrowser/#/R-HSA-418990
ENSG00000179776,P33151,CDH5,R-HSA-5218920,VEGFR2 mediated vascular permeability,https://reactome.org/PathwayBrowser/#/R-HSA-5218920
ENSG00000143549,P06753,TPM3,R-HSA-390522,Striated Muscle Contraction,https://reactome.org/PathwayBrowser/#/R-HSA-390522
ENSG00000143549,P06753,TPM3,R-HSA-445355,Smooth Muscle Contraction,https://reactome.org/PathwayBrowser/#/R-HSA-445355
ENSG00000143549,P06753,TPM3,R-HSA-9013424,RHOV GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-9013424
ENSG00000143549,P06753,TPM3,R-HSA-9725370,Signaling by ALK fusions and activated point mutants,https://reactome.org/PathwayBrowser/#/R-HSA-9725370
ENSG00000155660,,PDIA4,,,
ENSG00000101447,Q9H4H8,FAM83D,R-HSA-177929,Signaling by EGFR,https://reactome.org/PathwayBrowser/#/R-HSA-177929
ENSG00000233154,,LINC01762,,,
ENSG00000025423,O14756,HSD17B6,R-HSA-2453902,The canonical retinoid cycle in rods (twilight vision),https://reactome.org/PathwayBrowser/#/R-HSA-2453902
ENSG00000143369,Q16610,ECM1,R-HSA-114608,Platelet degranulation ,https://reactome.org/PathwayBrowser/#/R-HSA-114608
ENSG00000123975,,CKS2,,,
ENSG00000126787,Q15398,DLGAP5,R-HSA-9013508,NOTCH3 Intracellular Domain Regulates Transcription,https://reactome.org/PathwayBrowser/#/R-HSA-9013508
ENSG00000244280,,ECEL1P2,,,
ENSG00000168269,,FOXI1,,,
ENSG00000169550,Q8N387,MUC15,R-HSA-5083625,Defective GALNT3 causes HFTC,https://reactome.org/PathwayBrowser/#/R-HSA-5083625
ENSG00000169550,Q8N387,MUC15,R-HSA-5083632,Defective C1GALT1C1 causes TNPS,https://reactome.org/PathwayBrowser/#/R-HSA-5083632
ENSG00000169550,Q8N387,MUC15,R-HSA-5083636,Defective GALNT12 causes CRCS1,https://reactome.org/PathwayBrowser/#/R-HSA-5083636
ENSG00000169550,Q8N387,MUC15,R-HSA-5621480,Dectin-2 family,https://reactome.org/PathwayBrowser/#/R-HSA-5621480
ENSG00000169550,Q8N387,MUC15,R-HSA-913709,O-linked glycosylation of mucins,https://reactome.org/PathwayBrowser/#/R-HSA-913709
ENSG00000169550,Q8N387,MUC15,R-HSA-977068,Termination of O-glycan biosynthesis,https://reactome.org/PathwayBrowser/#/R-HSA-977068
ENSG00000178222,,RNF212,,,
ENSG00000163431,P29536,LMOD1,R-HSA-445355,Smooth Muscle Contraction,https://reactome.org/PathwayBrowser/#/R-HSA-445355
ENSG00000107159,Q16790,CA9,R-HSA-1234158,Regulation of gene expression by Hypoxia-inducible Factor,https://reactome.org/PathwayBrowser/#/R-HSA-1234158
ENSG00000107159,Q16790,CA9,R-HSA-1475029,Reversible hydration of carbon dioxide,https://reactome.org/PathwayBrowser/#/R-HSA-1475029
ENSG00000133687,,TMTC1,,,
ENSG00000166803,Q15004,PCLAF,R-HSA-5656169,Termination of translesion DNA synthesis,https://reactome.org/PathwayBrowser/#/R-HSA-5656169
ENSG00000175395,P17030,ZNF25,R-HSA-212436,Generic Transcription Pathway,https://reactome.org/PathwayBrowser/#/R-HSA-212436
ENSG00000183155,,RABIF,,,
ENSG00000224960,,PPP4R3C,,,
ENSG00000273706,P48742,LHX1,R-HSA-9761174,Formation of intermediate mesoderm,https://reactome.org/PathwayBrowser/#/R-HSA-9761174
ENSG00000273706,P48742,LHX1,R-HSA-9830364,Formation of the nephric duct,https://reactome.org/PathwayBrowser/#/R-HSA-9830364
